id,name,price
2429,police,251.56
2430,lawyer,698.28
2431,staff,12.21
2432,quite,841.03
2433,something,329.74
2434,safe,784.43
2435,modern,503.59
2436,plan,914.64
2437,leader,458.02
2438,I,224.25
2439,week,711.45
2440,TV,260.24
2441,owner,293.73
2442,nature,338.37
2443,old,101.87
2444,head,592.52
2445,sure,972.2
2446,anyone,772.37
2447,sport,76.95
2448,tax,82.4
2449,only,940.77
2450,control,417.08
2451,claim,452.37
2452,local,405.65
2453,election,964.06
2454,training,247.71
2455,blood,878.85
2456,war,350.05
2457,anything,695.89
2458,believe,482.92
2459,above,973.15
2460,mean,104.6
2461,why,937.68
2462,such,559.64
2463,store,320.61
2464,central,912.71
2465,traditional,982.21
2466,society,949.7
2467,cause,244.1
2468,board,527.55
2469,while,694.0
2470,popular,670.91
2471,seat,32.97
2472,through,215.55
2473,eye,834.35
2474,short,986.66
2475,budget,918.82
2476,especially,756.34
2477,single,480.82
2478,ball,304.37
2479,investment,389.42
2480,behavior,240.05
2481,person,32.06
2482,site,268.39
2483,business,970.93
2484,light,824.9
2485,power,343.55
2486,identify,788.31
2487,media,998.54
2488,fire,138.44
2489,company,443.63
2490,middle,120.06
2491,simply,752.39
2492,when,613.83
2493,not,368.7
2494,western,721.99
2495,total,723.81
2496,set,231.62
2497,whether,96.46
2498,year,685.96
2499,second,770.98
2500,hospital,720.61
2501,among,659.39
2502,offer,869.35
2503,interview,552.77
2504,article,593.85
2505,how,853.18
2506,interview,383.44
2507,rate,232.01
2508,hard,424.12
2509,with,59.67
2510,feel,439.83
2511,over,123.35
2512,grow,507.51
2513,south,483.04
2514,others,437.36
2515,message,4.61
2516,wide,679.26
2517,chance,83.14
2518,effort,184.14
2519,not,387.57
2520,answer,633.63
2521,take,716.77
2522,idea,683.75
2523,song,113.0
2524,about,812.25
2525,name,73.49
2526,fight,573.26
2527,too,220.98
2528,newspaper,99.9
2529,ok,958.79
2530,white,415.59
2531,join,487.04
2532,score,134.3
2533,other,788.39
2534,she,462.36
2535,trade,180.57
2536,society,592.31
2537,week,435.04
2538,arrive,164.23
2539,gas,105.37
2540,police,17.38
2541,feeling,643.74
2542,financial,911.99
2543,plant,41.22
2544,think,806.2
2545,arm,877.98
2546,deep,136.09
2547,always,415.98
2548,natural,851.5
2549,out,625.93
2550,their,464.87
2551,everybody,757.61
2552,spring,10.69
2553,government,226.71
2554,generation,37.08
2555,radio,851.36
2556,great,625.5
2557,goal,499.98
2558,leg,799.19
2559,tree,639.04
2560,billion,847.78
2561,few,954.48
2562,two,742.84
2563,experience,320.98
2564,paper,413.02
2565,bill,52.5
2566,firm,114.17
2567,for,822.8
2568,message,519.18
2569,not,178.44
2570,tax,618.39
2571,husband,284.23
2572,worry,537.88
2573,season,960.35
2574,article,173.32
2575,stuff,928.49
2576,product,529.84
2577,early,104.07
2578,simply,924.82
2579,easy,224.41
2580,policy,155.42
2581,article,909.77
2582,draw,2.69
2583,get,20.97
2584,season,819.95
2585,such,721.53
2586,scene,456.04
2587,force,398.09
2588,can,846.69
2589,visit,621.8
2590,environment,765.46
2591,identify,767.59
2592,use,800.75
2593,cut,906.9
2594,edge,730.22
2595,within,748.97
2596,party,416.95
2597,nice,137.18
2598,table,107.42
2599,understand,756.02
2600,sign,770.34
2601,drop,35.55
2602,growth,105.6
2603,after,220.03
2604,million,364.21
2605,like,385.77
2606,expect,876.02
2607,mean,8.02
2608,itself,699.22
2609,the,410.12
2610,involve,742.1
2611,figure,147.78
2612,agree,774.31
2613,next,299.91
2614,call,756.79
2615,image,887.97
2616,amount,228.09
2617,act,112.84
2618,why,951.15
2619,half,430.48
2620,scene,39.23
2621,media,912.81
2622,including,251.71
2623,however,972.13
2624,garden,444.38
2625,former,966.0
2626,fight,902.54
2627,apply,418.32
2628,start,263.88
2629,sport,649.81
2630,usually,770.37
2631,condition,369.22
2632,doctor,16.8
2633,resource,12.63
2634,doctor,558.85
2635,project,814.29
2636,where,984.65
2637,indeed,87.16
2638,manage,717.49
2639,until,119.94
2640,size,358.82
2641,energy,684.08
2642,economy,573.89
2643,yard,252.71
2644,fast,930.19
2645,professor,788.66
2646,four,550.86
2647,interview,49.46
2648,for,468.61
2649,nor,578.36
2650,future,239.68
2651,government,297.6
2652,beyond,474.3
2653,marriage,135.97
2654,moment,713.78
2655,cause,396.09
2656,project,455.9
2657,black,157.14
2658,give,812.62
2659,indicate,653.94
2660,onto,868.84
2661,method,396.79
2662,bill,168.34
2663,space,886.5
2664,long,592.33
2665,hit,475.98
2666,various,531.77
2667,medical,302.46
2668,important,69.84
2669,eight,790.32
2670,happen,899.29
2671,city,428.36
2672,sister,450.55
2673,have,104.45
2674,language,964.55
2675,movement,519.29
2676,leg,513.84
2677,series,457.4
2678,appear,934.81
2679,wide,315.77
2680,fight,548.51
2681,compare,64.81
2682,specific,451.37
2683,add,915.5
2684,institution,885.96
2685,play,701.51
2686,modern,246.42
2687,good,323.71
2688,main,282.78
2689,rich,270.3
2690,involve,924.92
2691,that,473.41
2692,put,108.23
2693,effort,510.18
2694,TV,992.36
2695,value,788.88
2696,onto,458.73
2697,program,497.2
2698,fall,157.11
2699,both,646.49
2700,education,917.02
2701,design,402.98
2702,recent,118.88
2703,one,303.82
2704,card,199.88
2705,range,908.2
2706,many,329.19
2707,sister,53.94
2708,impact,667.22
2709,effort,977.69
2710,cold,581.82
2711,international,41.91
2712,red,404.84
2713,lawyer,851.02
2714,statement,244.46
2715,build,748.69
2716,for,708.05
2717,which,551.82
2718,worker,976.66
2719,sport,471.77
2720,natural,847.44
2721,across,140.48
2722,live,230.89
2723,family,647.12
2724,month,74.16
2725,while,475.61
2726,record,961.87
2727,prevent,795.61
2728,without,405.05
2729,decision,896.51
2730,guess,917.73
2731,whom,535.42
2732,father,453.07
2733,pass,673.35
2734,want,182.98
2735,team,233.41
2736,deep,396.98
2737,reality,387.8
2738,season,777.72
2739,reduce,313.36
2740,major,810.41
2741,family,399.23
2742,chance,754.65
2743,recent,537.25
2744,north,923.08
2745,any,456.33
2746,leg,63.77
2747,have,258.64
2748,voice,722.38
2749,national,13.85
2750,special,457.38
2751,science,863.76
2752,gun,549.66
2753,ever,703.48
2754,establish,940.16
2755,speak,41.45
2756,study,149.01
2757,simple,600.75
2758,pass,853.14
2759,finally,149.13
2760,moment,8.18
2761,his,972.68
2762,only,243.71
2763,early,173.58
2764,wife,585.68
2765,another,168.86
2766,challenge,818.31
2767,the,72.37
2768,what,953.62
2769,history,284.73
2770,collection,983.33
2771,sport,462.61
2772,lawyer,922.03
2773,agreement,749.01
2774,suggest,805.26
2775,medical,592.94
2776,amount,243.62
2777,leave,553.41
2778,water,943.09
2779,hope,573.46
2780,almost,639.83
2781,but,208.21
2782,particular,857.86
2783,even,860.86
2784,one,390.65
2785,approach,399.99
2786,friend,25.8
2787,weight,407.58
2788,specific,597.13
2789,amount,704.79
2790,suggest,870.48
2791,test,722.76
2792,college,823.44
2793,section,182.41
2794,best,328.68
2795,citizen,488.71
2796,company,225.04
2797,piece,737.37
2798,at,236.82
2799,strategy,252.92
2800,suddenly,500.44
2801,foreign,251.61
2802,grow,402.01
2803,feel,775.91
2804,apply,529.19
2805,manage,532.76
2806,sign,245.17
2807,job,946.88
2808,huge,585.04
2809,rock,663.09
2810,candidate,453.86
2811,capital,731.91
2812,TV,34.49
2813,determine,34.82
2814,effect,950.34
2815,official,850.35
2816,wear,143.77
2817,beautiful,143.76
2818,look,342.7
2819,it,967.15
2820,seven,303.03
2821,suffer,640.94
2822,deal,776.6
2823,compare,858.79
2824,recently,455.95
2825,call,802.07
2826,she,940.48
2827,occur,189.53
2828,standard,762.58
2829,billion,50.78
2830,politics,327.12
2831,likely,102.96
2832,travel,22.87
2833,television,457.95
2834,base,289.57
2835,five,616.56
2836,without,776.42
2837,daughter,497.34
2838,pretty,520.98
2839,eat,848.19
2840,their,294.78
2841,challenge,960.0
2842,share,106.79
2843,with,553.73
2844,arm,137.41
2845,low,864.02
2846,they,519.86
2847,since,52.01
2848,million,194.74
2849,himself,267.42
2850,any,71.69
2851,up,670.19
2852,movement,848.86
2853,author,224.53
2854,work,702.24
2855,wide,930.04
2856,produce,793.47
2857,expect,752.08
2858,benefit,752.76
2859,explain,830.32
2860,protect,249.16
2861,early,976.06
2862,rate,920.84
2863,capital,99.35
2864,eye,256.4
2865,television,311.1
2866,show,634.29
2867,bill,468.16
2868,current,202.95
2869,them,799.81
2870,visit,79.71
2871,save,307.14
2872,hot,736.4
2873,group,578.29
2874,road,458.55
2875,top,790.04
2876,style,63.35
2877,usually,328.66
2878,whom,396.82
2879,drug,972.34
2880,two,209.39
2881,particular,545.37
2882,defense,595.57
2883,from,714.59
2884,under,855.25
2885,should,435.91
2886,accept,146.98
2887,herself,972.28
2888,well,315.71
2889,bit,985.34
2890,range,28.35
2891,individual,346.74
2892,window,107.93
2893,beyond,661.9
2894,art,746.05
2895,nothing,92.79
2896,father,772.5
2897,common,4.43
2898,discuss,877.49
2899,hope,495.53
2900,rather,251.96
2901,break,198.01
2902,land,551.1
2903,newspaper,335.99
2904,reach,581.04
2905,door,203.45
2906,heart,577.77
2907,leg,562.65
2908,significant,684.33
2909,almost,153.75
2910,either,73.44
2911,experience,118.06
2912,rock,285.49
2913,week,12.03
2914,teacher,588.25
2915,seven,281.62
2916,strategy,443.07
2917,for,808.04
2918,network,577.26
2919,young,572.37
2920,include,590.02
2921,better,654.65
2922,physical,818.39
2923,cost,207.13
2924,them,122.71
2925,main,880.04
2926,coach,477.81
2927,those,888.42
2928,sport,218.7
2929,collection,396.16
2930,source,733.39
2931,list,449.33
2932,now,949.04
2933,remember,356.89
2934,development,549.44
2935,bill,963.27
2936,source,208.52
2937,fast,39.91
2938,pull,409.28
2939,large,88.77
2940,some,933.53
2941,grow,182.35
2942,trouble,651.58
2943,level,806.91
2944,fill,533.79
2945,power,777.52
2946,individual,959.2
2947,fish,127.11
2948,your,399.78
2949,ball,52.61
2950,its,531.97
2951,just,60.23
2952,present,502.1
2953,no,777.16
2954,forward,129.77
2955,season,460.31
2956,benefit,7.98
2957,blue,511.77
2958,learn,397.43
2959,language,23.64
2960,subject,105.67
2961,the,311.34
2962,accept,165.82
2963,sure,617.4
2964,increase,616.68
2965,along,265.57
2966,baby,190.11
2967,require,576.11
2968,growth,923.88
2969,may,77.47
2970,idea,327.23
2971,list,734.59
2972,college,703.41
2973,right,30.88
2974,church,996.42
2975,charge,625.74
2976,lawyer,404.6
2977,lead,503.07
2978,all,58.52
2979,two,470.4
2980,agent,730.16
2981,item,927.29
2982,cold,46.18
2983,rise,837.56
2984,lot,277.51
2985,very,891.17
2986,memory,592.5
2987,medical,616.88
2988,less,700.35
2989,report,320.73
2990,could,388.99
2991,especially,19.36
2992,condition,717.51
2993,thank,229.53
2994,available,976.85
2995,money,283.32
2996,until,923.06
2997,learn,859.03
2998,hit,361.2
2999,of,293.22
3000,will,962.81
3001,establish,586.07
3002,machine,936.33
3003,evidence,721.15
3004,fill,704.99
3005,subject,581.84
3006,animal,3.27
3007,full,843.63
3008,lot,581.01
3009,suddenly,585.02
3010,remember,973.83
3011,arm,54.88
3012,country,595.6
3013,fund,826.68
3014,talk,811.85
3015,watch,456.04
3016,everything,67.47
3017,trial,737.21
3018,many,462.07
3019,sister,664.9
3020,section,651.14
3021,feeling,190.98
3022,improve,517.68
3023,business,495.74
3024,human,511.67
3025,series,313.5
3026,us,917.2
3027,open,759.34
3028,surface,773.73
3029,economic,510.25
3030,region,551.06
3031,us,386.3
3032,base,754.94
3033,feeling,347.11
3034,amount,221.68
3035,lawyer,823.16
3036,child,166.95
3037,general,420.72
3038,cut,648.54
3039,evidence,16.25
3040,understand,17.15
3041,give,964.47
3042,factor,472.96
3043,until,695.21
3044,through,747.45
3045,door,760.47
3046,pass,208.54
3047,spend,925.94
3048,reduce,312.2
3049,election,460.39
3050,west,157.62
3051,study,29.49
3052,worry,434.26
3053,prevent,236.4
3054,other,296.96
3055,response,593.25
3056,wind,266.64
3057,put,968.63
3058,marriage,771.98
3059,ten,66.45
3060,southern,512.82
3061,they,342.73
3062,where,66.67
3063,home,593.64
3064,mean,225.31
3065,bed,223.03
3066,much,426.29
3067,thought,85.75
3068,hot,298.48
3069,two,437.57
3070,federal,631.08
3071,service,348.85
3072,discuss,458.65
3073,her,96.43
3074,close,877.48
3075,change,740.03
3076,information,786.09
3077,energy,297.09
3078,space,932.76
3079,admit,627.32
3080,sit,465.54
3081,suggest,961.62
3082,wait,802.58
3083,arrive,131.31
3084,arrive,339.24
3085,pretty,148.48
3086,generation,647.9
3087,sing,131.15
3088,fund,796.67
3089,animal,454.12
3090,hard,154.61
3091,everything,885.35
3092,guy,903.36
3093,concern,737.09
3094,yes,675.19
3095,floor,733.35
3096,machine,270.48
3097,performance,232.35
3098,us,855.15
3099,agree,656.92
3100,myself,364.11
3101,price,839.46
3102,rock,293.88
3103,popular,637.02
3104,health,134.98
3105,customer,180.37
3106,once,610.06
3107,century,638.68
3108,factor,20.26
3109,as,608.74
3110,guess,327.97
3111,look,679.85
3112,beautiful,933.83
3113,usually,112.65
3114,improve,466.16
3115,thousand,795.0
3116,garden,5.97
3117,station,237.12
3118,toward,531.04
3119,fish,961.6
3120,girl,426.29
3121,not,793.64
3122,owner,935.99
3123,pressure,622.24
3124,rise,551.79
3125,answer,289.95
3126,part,413.08
3127,morning,93.27
3128,yeah,351.45
3129,near,517.0
3130,guy,845.28
3131,different,129.18
3132,establish,386.6
3133,customer,486.05
3134,suggest,241.05
3135,believe,476.97
3136,realize,32.38
3137,why,284.35
3138,former,691.29
3139,situation,646.07
3140,generation,344.91
3141,report,445.11
3142,appear,917.59
3143,central,424.59
3144,wonder,121.34
3145,common,896.51
3146,later,256.18
3147,go,107.56
3148,simply,149.46
3149,be,975.85
3150,read,22.0
3151,range,782.78
3152,top,313.93
3153,miss,689.78
3154,son,700.33
3155,kind,469.47
3156,happen,581.66
3157,letter,385.99
3158,treat,939.32
3159,happen,364.06
3160,necessary,982.1
3161,civil,653.41
3162,network,780.38
3163,heart,6.43
3164,capital,514.55
3165,by,981.02
3166,support,880.82
3167,role,617.43
3168,street,408.83
3169,special,329.81
3170,yet,717.32
3171,have,592.04
3172,land,873.55
3173,magazine,670.84
3174,city,182.48
3175,character,498.28
3176,brother,931.8
3177,art,413.94
3178,study,131.5
3179,however,950.69
3180,interesting,650.56
3181,choice,45.95
3182,professor,662.33
3183,carry,997.38
3184,risk,150.72
3185,rule,276.79
3186,issue,891.28
3187,behind,144.77
3188,stand,385.65
3189,onto,694.26
3190,trip,171.71
3191,ground,537.13
3192,dinner,609.32
3193,way,922.11
3194,off,539.5
3195,thousand,724.86
3196,focus,868.77
3197,build,777.74
3198,security,990.41
3199,year,780.35
3200,most,271.89
3201,positive,191.54
3202,state,611.17
3203,collection,383.73
3204,security,648.15
3205,must,276.28
3206,organization,858.63
3207,open,787.24
3208,strong,523.23
3209,left,697.4
3210,bit,395.22
3211,writer,896.94
3212,beautiful,417.68
3213,ok,392.01
3214,summer,37.83
3215,case,537.62
3216,reality,137.88
3217,entire,21.3
3218,fear,417.57
3219,manager,25.51
3220,whether,180.31
3221,political,95.02
3222,save,352.06
3223,discussion,632.49
3224,sit,627.18
3225,popular,962.93
3226,man,399.27
3227,treat,730.0
3228,send,648.55
3229,quite,393.28
3230,military,63.75
3231,determine,265.25
3232,thing,38.46
3233,tell,319.61
3234,care,294.17
3235,piece,431.56
3236,particularly,450.42
3237,able,303.92
3238,return,901.51
3239,cold,263.35
3240,PM,121.06
3241,a,451.31
3242,blue,186.62
3243,around,557.01
3244,remember,418.47
3245,hear,107.59
3246,open,600.42
3247,leg,474.08
3248,east,49.87
3249,station,987.89
3250,up,29.32
3251,police,166.59
3252,after,590.76
3253,get,37.25
3254,entire,244.6
3255,sell,226.15
3256,wind,931.92
3257,second,326.53
3258,listen,985.46
3259,meet,121.46
3260,against,959.74
3261,whose,941.14
3262,training,824.11
3263,community,146.64
3264,step,89.29
3265,huge,466.48
3266,protect,710.76
3267,leg,187.91
3268,market,276.13
3269,not,203.98
3270,state,216.8
3271,nice,603.3
3272,several,334.02
3273,writer,212.96
3274,more,154.09
3275,example,693.52
3276,herself,557.89
3277,agency,293.47
3278,election,822.74
3279,several,105.76
3280,capital,257.52
3281,drive,226.66
3282,some,487.93
3283,hotel,483.09
3284,rise,590.75
3285,a,649.99
3286,society,314.92
3287,wall,459.53
3288,water,615.62
3289,Mrs,472.8
3290,stand,979.25
3291,who,537.07
3292,hundred,89.23
3293,line,967.75
3294,write,762.05
3295,stuff,17.58
3296,red,532.68
3297,kid,971.17
3298,black,275.52
3299,meet,387.44
3300,miss,959.8
3301,and,560.82
3302,role,487.92
3303,view,832.97
3304,my,945.01
3305,full,400.53
3306,strong,890.47
3307,management,754.43
3308,happen,695.61
3309,girl,310.23
3310,officer,450.41
3311,if,690.91
3312,brother,16.84
3313,you,494.65
3314,billion,244.73
3315,participant,295.82
3316,section,79.32
3317,activity,109.58
3318,opportunity,934.87
3319,firm,404.58
3320,say,560.95
3321,situation,637.27
3322,college,442.65
3323,ago,386.26
3324,various,893.39
3325,industry,481.54
3326,recently,90.79
3327,law,386.99
3328,national,437.35
3329,operation,223.95
3330,pressure,284.6
3331,fine,359.33
3332,industry,707.69
3333,stay,303.4
3334,may,936.96
3335,office,123.12
3336,her,599.0
3337,stop,802.56
3338,instead,557.81
3339,at,726.18
3340,speak,452.29
3341,seek,948.34
3342,action,697.49
3343,lay,332.79
3344,strategy,610.17
3345,night,84.95
3346,eat,194.64
3347,home,346.67
3348,policy,531.6
3349,attorney,699.01
3350,amount,192.27
3351,Congress,441.99
3352,purpose,72.72
3353,herself,738.55
3354,move,257.32
3355,bad,780.61
3356,project,46.26
3357,fact,479.27
3358,recent,687.93
3359,already,448.25
3360,fish,129.37
3361,thousand,114.4
3362,change,13.87
3363,but,420.57
3364,scene,576.42
3365,recent,597.04
3366,it,335.87
3367,forget,43.79
3368,situation,57.2
3369,anyone,874.32
3370,effort,581.9
3371,mother,833.17
3372,last,497.17
3373,quite,66.85
3374,north,137.36
3375,issue,303.24
3376,kid,293.51
3377,enter,187.9
3378,center,320.56
3379,still,733.03
3380,her,569.95
3381,quickly,860.63
3382,everyone,679.82
3383,cover,71.95
3384,carry,190.04
3385,court,776.29
3386,agreement,395.63
3387,would,979.7
3388,result,145.73
3389,determine,921.21
3390,forget,604.65
3391,right,359.89
3392,wrong,641.37
3393,all,209.9
3394,thus,258.05
3395,up,269.82
3396,trouble,80.82
3397,result,372.04
3398,whether,217.44
3399,article,59.64
3400,senior,939.47
3401,next,12.77
3402,learn,440.88
3403,cut,245.73
3404,although,749.4
3405,strong,712.95
3406,system,499.12
3407,authority,14.21
3408,security,912.5
3409,project,898.27
3410,position,291.77
3411,conference,81.33
3412,food,844.96
3413,woman,594.48
3414,little,784.74
3415,stay,116.17
3416,out,707.16
3417,after,783.74
3418,show,383.43
3419,huge,414.06
3420,tend,817.1
3421,choice,961.29
3422,dream,221.38
3423,situation,560.53
3424,whose,402.51
3425,line,23.07
3426,walk,849.76
3427,thank,595.9
3428,clearly,255.89
3429,under,973.73
3430,room,812.01
3431,north,710.2
3432,agreement,14.43
3433,black,448.91
3434,but,890.5
3435,of,287.48
3436,own,53.34
3437,want,943.87
3438,generation,92.49
3439,improve,773.18
3440,difference,674.1
3441,ten,258.7
3442,box,602.38
3443,whole,478.19
3444,natural,92.78
3445,yourself,434.6
3446,actually,116.52
3447,option,317.96
3448,inside,25.03
3449,sign,247.07
3450,buy,829.46
3451,everybody,135.97
3452,learn,130.25
3453,nation,352.09
3454,think,149.13
3455,about,361.18
3456,debate,164.53
3457,man,294.78
3458,rise,628.78
3459,hospital,477.01
3460,generation,278.54
3461,brother,749.97
3462,less,380.21
3463,financial,813.25
3464,water,646.48
3465,wish,497.35
3466,smile,254.51
3467,physical,429.63
3468,lead,620.78
3469,tax,174.04
3470,property,496.59
3471,first,164.61
3472,affect,954.22
3473,son,697.12
3474,rule,369.03
3475,assume,703.24
3476,lay,270.95
3477,voice,740.66
3478,against,975.39
3479,woman,116.11
3480,themselves,665.07
3481,cost,525.2
3482,beat,235.46
3483,staff,348.75
3484,establish,51.34
3485,close,489.75
3486,area,37.85
3487,three,122.33
3488,term,913.54
3489,nice,654.44
3490,official,560.76
3491,dinner,69.2
3492,nearly,398.75
3493,wrong,442.17
3494,expert,972.38
3495,bed,505.32
3496,order,654.82
3497,myself,56.36
3498,time,463.54
3499,close,427.83
3500,guy,219.52
3501,bank,540.76
3502,treatment,706.42
3503,natural,873.32
3504,author,125.29
3505,recent,111.4
3506,bit,198.55
3507,ever,122.1
3508,reduce,476.8
3509,them,358.9
3510,word,781.79
3511,shake,676.01
3512,glass,399.86
3513,certainly,658.77
3514,especially,172.69
3515,always,719.98
3516,save,357.05
3517,class,285.34
3518,music,636.73
3519,life,811.38
3520,the,988.44
3521,nation,165.39
3522,begin,749.6
3523,seek,342.03
3524,front,125.4
3525,develop,81.97
3526,subject,618.45
3527,certainly,786.41
3528,white,92.04
3529,during,584.17
3530,prevent,692.52
3531,gun,734.75
3532,allow,897.43
3533,approach,466.46
3534,personal,569.26
3535,move,381.33
3536,education,15.29
3537,affect,147.95
3538,decision,344.07
3539,rate,24.81
3540,of,16.5
3541,partner,422.45
3542,born,649.71
3543,computer,641.83
3544,big,572.13
3545,market,847.52
3546,current,342.28
3547,nor,879.09
3548,final,769.74
3549,force,764.64
3550,simply,105.86
3551,pull,151.5
3552,hope,115.94
3553,station,801.19
3554,power,34.87
3555,red,461.93
3556,skin,461.76
3557,trade,950.54
3558,thought,141.3
3559,man,168.63
3560,traditional,7.9
3561,often,456.08
3562,minute,682.05
3563,still,143.39
3564,policy,121.42
3565,try,317.71
3566,practice,298.88
3567,successful,649.33
3568,discuss,526.98
3569,able,12.32
3570,player,510.67
3571,word,275.14
3572,security,772.77
3573,director,598.28
3574,lead,571.35
3575,Democrat,253.46
3576,until,442.87
3577,soldier,43.44
3578,role,123.03
3579,size,900.62
3580,tell,909.48
3581,relationship,889.57
3582,medical,214.31
3583,magazine,867.18
3584,his,244.15
3585,never,237.81
3586,join,251.52
3587,change,534.08
3588,in,471.96
3589,he,78.48
3590,protect,751.51
3591,energy,588.41
3592,next,101.38
3593,arrive,518.72
3594,claim,910.97
3595,modern,856.86
3596,myself,8.72
3597,size,294.56
3598,school,154.32
3599,since,344.07
3600,method,87.2
3601,reason,317.01
3602,deal,390.22
3603,hit,394.0
3604,upon,924.21
3605,discuss,723.83
3606,gas,104.84
3607,box,389.46
3608,pick,811.08
3609,need,209.91
3610,meeting,699.56
3611,game,181.73
3612,agree,176.46
3613,magazine,725.5
3614,resource,771.02
3615,increase,404.97
3616,practice,252.34
3617,or,618.73
3618,building,175.07
3619,night,644.98
3620,first,230.13
3621,research,409.83
3622,carry,725.18
3623,president,967.04
3624,Mrs,294.5
3625,next,729.56
3626,author,168.07
3627,whole,500.6
3628,individual,316.72
3629,radio,763.25
3630,last,386.1
3631,ground,246.04
3632,people,899.9
3633,fall,271.36
3634,coach,791.97
3635,be,976.99
3636,a,133.3
3637,notice,698.87
3638,think,932.96
3639,effort,714.53
3640,course,68.73
3641,arrive,470.97
3642,end,404.64
3643,want,747.62
3644,always,507.11
3645,lot,9.38
3646,represent,834.52
3647,participant,371.16
3648,debate,579.03
3649,cover,94.78
3650,point,860.11
3651,daughter,650.76
3652,reason,570.0
3653,level,153.65
3654,account,911.94
3655,agreement,468.28
3656,ready,102.03
3657,market,10.53
3658,into,220.14
3659,why,746.66
3660,medical,306.48
3661,political,874.93
3662,imagine,680.52
3663,service,465.85
3664,blue,40.29
3665,simple,634.3
3666,raise,698.03
3667,bag,320.31
3668,defense,501.04
3669,wonder,371.79
3670,story,758.65
3671,resource,726.19
3672,win,60.62
3673,himself,963.34
3674,light,365.11
3675,future,587.6
3676,follow,394.19
3677,identify,976.87
3678,film,881.41
3679,air,491.47
3680,project,757.03
3681,sell,443.33
3682,close,188.02
3683,require,661.96
3684,guy,345.94
3685,old,361.22
3686,history,141.24
3687,reason,93.89
3688,rather,148.89
3689,economic,819.95
3690,officer,906.09
3691,listen,928.65
3692,since,543.95
3693,space,240.32
3694,decision,189.01
3695,individual,379.42
3696,military,691.36
3697,beyond,993.74
3698,above,119.91
3699,quite,900.62
3700,important,775.25
3701,year,941.19
3702,have,780.13
3703,talk,900.33
3704,scientist,893.76
3705,development,273.76
3706,social,457.39
3707,store,589.06
3708,wear,197.75
3709,collection,691.09
3710,away,745.41
3711,off,273.11
3712,financial,701.41
3713,sign,173.69
3714,movie,137.42
3715,his,520.34
3716,both,630.43
3717,article,740.06
3718,until,816.28
3719,care,142.02
3720,reach,765.79
3721,little,110.01
3722,successful,604.22
3723,player,964.11
3724,hold,411.87
3725,week,446.41
3726,moment,643.49
3727,compare,588.44
3728,final,949.58
3729,themselves,438.62
3730,candidate,761.49
3731,whose,824.07
3732,what,734.26
3733,current,675.15
3734,worker,979.28
3735,base,199.2
3736,total,517.3
3737,look,846.02
3738,ground,467.93
3739,one,80.81
3740,ago,340.57
3741,poor,905.86
3742,present,866.43
3743,expert,33.88
3744,outside,305.19
3745,child,369.86
3746,agreement,570.54
3747,sense,756.88
3748,example,641.73
3749,example,192.64
3750,few,876.8
3751,bag,403.29
3752,matter,361.98
3753,south,985.29
3754,attorney,326.41
3755,parent,568.43
3756,how,983.86
3757,street,828.51
3758,start,687.86
3759,account,183.19
3760,develop,25.61
3761,not,174.99
3762,whom,472.04
3763,house,835.24
3764,he,227.95
3765,establish,27.22
3766,recognize,959.15
3767,dinner,598.29
3768,throughout,11.58
3769,water,577.87
3770,five,380.76
3771,allow,95.08
3772,most,341.54
3773,community,4.7
3774,wife,340.11
3775,why,882.36
3776,hundred,368.66
3777,hotel,169.47
3778,which,712.69
3779,share,889.46
3780,public,398.25
3781,election,851.63
3782,everyone,773.16
3783,he,302.87
3784,something,493.64
3785,enjoy,590.57
3786,class,33.58
3787,source,390.31
3788,in,994.58
3789,it,271.76
3790,keep,120.25
3791,per,273.97
3792,get,763.55
3793,card,460.95
3794,wall,556.86
3795,scientist,134.39
3796,find,137.06
3797,mother,822.68
3798,director,916.84
3799,without,190.03
3800,security,336.22
3801,figure,326.72
3802,market,870.17
3803,across,908.09
3804,to,647.57
3805,across,953.39
3806,method,458.02
3807,catch,722.84
3808,oil,76.52
3809,meeting,271.1
3810,consumer,481.67
3811,collection,501.64
3812,establish,982.22
3813,stage,834.24
3814,nothing,602.41
3815,concern,744.1
3816,something,672.06
3817,note,536.84
3818,indeed,879.31
3819,none,222.37
3820,great,530.81
3821,much,453.79
3822,huge,382.96
3823,red,644.38
3824,culture,301.66
3825,claim,464.95
3826,room,637.93
3827,traditional,936.9
3828,fall,943.4
3829,sea,246.57
3830,region,148.59
3831,anything,131.32
3832,yes,838.46
3833,hair,654.05
3834,design,63.13
3835,gas,185.59
3836,attack,783.95
3837,smile,899.23
3838,into,317.74
3839,public,352.86
3840,likely,907.07
3841,notice,874.45
3842,while,104.89
3843,company,964.67
3844,know,525.37
3845,possible,724.76
3846,have,122.63
3847,treatment,756.02
3848,central,13.39
3849,among,40.75
3850,eat,183.49
3851,send,497.66
3852,various,959.84
3853,ground,887.85
3854,magazine,519.14
3855,sit,217.63
3856,raise,653.03
3857,reach,747.23
3858,shake,363.81
3859,lawyer,813.37
3860,size,330.5
3861,other,8.26
3862,conference,688.99
3863,these,821.06
3864,onto,118.52
3865,grow,604.97
3866,hot,266.33
3867,benefit,949.46
3868,argue,236.26
3869,few,514.28
3870,popular,356.19
3871,guess,551.47
3872,suggest,463.82
3873,enter,597.14
3874,save,806.53
3875,democratic,551.9
